Trip_Type,Destination_Climate,Trip_Duration,Gender,Planned_Activity,Travel_Type,Accommodation_Type,Essential_Item_Categories
Vacation,Rainy,6,Other,Hiking,Flight,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Cold,12,Male,Skiing,Flight,Hotel,"Outdoor Gear, Clothes"
Adventure,Rainy,8,Male,Shopping,Car,Airbnb,"Clothes, Gadgets"
Adventure,Cold,8,Other,Meetings,Car,Hotel,"Documents, Outdoor Gear, Clothes"
Vacation,Hot,20,Female,Skiing,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,8,Male,Skiing,Flight,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Hot,21,Male,Sightseeing,Bus,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Cold,5,Other,Hiking,Train,Tent,"Outdoor Gear, Clothes"
Business,Cold,17,Female,Sightseeing,Flight,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,20,Male,Shopping,Flight,Tent,"Outdoor Gear, Clothes"
Adventure,Cold,17,Female,Skiing,Flight,Tent,"Outdoor Gear, Clothes"
Business,Rainy,1,Other,Meetings,Flight,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,15,Male,Meetings,Flight,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Hot,14,Male,Swimming,Train,Airbnb,"Clothes, Toiletries"
Adventure,Cold,18,Male,Swimming,Train,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,10,Other,Hiking,Flight,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Rainy,4,Other,Meetings,Bus,Hostel,"Documents, Clothes, Gadgets"
Vacation,Hot,10,Other,Swimming,Flight,Hostel,"Clothes, Toiletries"
Vacation,Cold,17,Other,Sightseeing,Car,Hostel,"Outdoor Gear, Clothes"
Business,Hot,8,Male,Sightseeing,Car,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Cold,4,Female,Skiing,Car,Airbnb,"Outdoor Gear, Clothes"
Adventure,Hot,17,Other,Shopping,Train,Tent,"Clothes, Toiletries"
Business,Hot,15,Other,Swimming,Car,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,7,Female,Shopping,Car,Tent,"Clothes, Gadgets"
Business,Rainy,16,Other,Hiking,Train,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Hot,15,Female,Skiing,Train,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,21,Other,Shopping,Bus,Hotel,"Clothes, Toiletries"
Adventure,Hot,8,Female,Hiking,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,16,Male,Skiing,Flight,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,8,Male,Meetings,Train,Airbnb,"Documents, Clothes, Toiletries"
Vacation,Cold,18,Other,Skiing,Flight,Hostel,"Outdoor Gear, Clothes"
Adventure,Hot,3,Female,Meetings,Flight,Airbnb,"Documents, Clothes, Toiletries"
Business,Cold,4,Female,Skiing,Train,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,4,Other,Hiking,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,8,Male,Skiing,Train,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,18,Male,Hiking,Bus,Hotel,"Outdoor Gear, Clothes"
Business,Cold,19,Male,Meetings,Train,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,10,Other,Meetings,Bus,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Rainy,14,Other,Swimming,Bus,Hostel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Business,Rainy,21,Other,Swimming,Bus,Hostel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Business,Cold,15,Other,Sightseeing,Car,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Hot,13,Female,Swimming,Train,Airbnb,"Clothes, Toiletries"
Adventure,Hot,18,Female,Shopping,Car,Tent,"Clothes, Toiletries"
Business,Cold,14,Female,Hiking,Flight,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,1,Male,Swimming,Train,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,19,Other,Skiing,Car,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,14,Other,Shopping,Car,Hostel,"Clothes, Toiletries"
Business,Hot,20,Female,Skiing,Flight,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Cold,18,Other,Skiing,Bus,Hostel,"Outdoor Gear, Clothes"
Adventure,Hot,18,Other,Swimming,Train,Hostel,"Clothes, Toiletries"
Adventure,Rainy,2,Female,Hiking,Flight,Hotel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Cold,10,Male,Hiking,Car,Hostel,"Outdoor Gear, Clothes"
Adventure,Hot,4,Male,Shopping,Train,Hotel,"Clothes, Toiletries"
Business,Rainy,21,Other,Meetings,Bus,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Hot,6,Other,Skiing,Train,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,10,Male,Skiing,Train,Hotel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,10,Other,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Cold,8,Other,Hiking,Bus,Airbnb,"Outdoor Gear, Clothes"
Adventure,Cold,1,Female,Swimming,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,14,Other,Sightseeing,Flight,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Cold,20,Male,Hiking,Car,Hotel,"Outdoor Gear, Clothes"
Vacation,Cold,5,Female,Sightseeing,Flight,Hostel,"Outdoor Gear, Clothes"
Adventure,Hot,11,Other,Meetings,Car,Airbnb,"Documents, Clothes, Toiletries"
Vacation,Rainy,2,Other,Sightseeing,Car,Airbnb,"Clothes, Gadgets"
Adventure,Rainy,9,Other,Meetings,Flight,Hostel,"Documents, Clothes, Gadgets"
Business,Rainy,8,Female,Shopping,Bus,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,6,Male,Sightseeing,Bus,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,5,Female,Sightseeing,Flight,Hostel,"Outdoor Gear, Clothes"
Vacation,Hot,14,Other,Meetings,Car,Airbnb,"Documents, Clothes, Toiletries"
Vacation,Cold,20,Male,Meetings,Train,Hostel,"Documents, Outdoor Gear, Clothes"
Adventure,Hot,11,Female,Meetings,Bus,Hotel,"Documents, Clothes, Toiletries"
Vacation,Cold,12,Male,Meetings,Car,Tent,"Documents, Outdoor Gear, Clothes"
Vacation,Cold,16,Other,Skiing,Bus,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,5,Male,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,2,Other,Skiing,Car,Tent,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,5,Female,Hiking,Train,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Hot,16,Male,Sightseeing,Train,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Cold,4,Other,Hiking,Bus,Airbnb,"Outdoor Gear, Clothes"
Vacation,Hot,9,Male,Shopping,Bus,Hostel,"Clothes, Toiletries"
Vacation,Rainy,12,Female,Meetings,Train,Airbnb,"Documents, Clothes, Gadgets"
Adventure,Hot,20,Female,Hiking,Train,Hostel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,4,Male,Meetings,Train,Airbnb,"Documents, Clothes, Toiletries"
Business,Hot,19,Female,Swimming,Flight,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,9,Other,Meetings,Train,Hotel,"Documents, Clothes, Gadgets"
Adventure,Cold,14,Other,Hiking,Train,Hostel,"Outdoor Gear, Clothes"
Vacation,Hot,5,Other,Hiking,Car,Tent,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,20,Female,Meetings,Car,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Cold,16,Female,Swimming,Flight,Tent,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,3,Female,Meetings,Car,Airbnb,"Documents, Clothes, Gadgets"
Vacation,Rainy,13,Female,Skiing,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Rainy,20,Female,Swimming,Train,Tent,"Toiletries, Clothes, Gadgets"
Vacation,Cold,19,Female,Swimming,Car,Hostel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,10,Female,Shopping,Bus,Hostel,"Clothes, Toiletries"
Business,Rainy,16,Other,Skiing,Flight,Hostel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Hot,4,Other,Skiing,Train,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Cold,4,Female,Swimming,Bus,Hotel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,6,Other,Swimming,Car,Tent,"Toiletries, Clothes, Gadgets"
Business,Cold,6,Male,Shopping,Flight,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,7,Female,Meetings,Train,Hotel,"Documents, Clothes, Gadgets"
Business,Rainy,2,Male,Skiing,Bus,Hostel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Hot,21,Other,Shopping,Bus,Tent,"Clothes, Toiletries"
Adventure,Cold,19,Other,Shopping,Train,Hostel,"Outdoor Gear, Clothes"
Adventure,Cold,19,Female,Skiing,Train,Hotel,"Outdoor Gear, Clothes"
Adventure,Cold,13,Other,Hiking,Flight,Airbnb,"Outdoor Gear, Clothes"
Vacation,Hot,6,Female,Swimming,Car,Airbnb,"Clothes, Toiletries"
Business,Hot,2,Female,Swimming,Flight,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,10,Male,Shopping,Car,Hotel,"Clothes, Gadgets"
Vacation,Hot,2,Male,Skiing,Car,Hotel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,9,Other,Swimming,Bus,Airbnb,"Clothes, Toiletries"
Adventure,Hot,19,Male,Skiing,Flight,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,7,Female,Swimming,Flight,Hostel,"Clothes, Toiletries"
Business,Cold,14,Female,Skiing,Car,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,5,Male,Skiing,Flight,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,17,Male,Hiking,Flight,Hostel,"Outdoor Gear, Clothes"
Business,Hot,16,Other,Meetings,Bus,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Cold,14,Female,Skiing,Train,Hostel,"Outdoor Gear, Clothes"
Adventure,Hot,17,Male,Sightseeing,Bus,Airbnb,"Clothes, Toiletries"
Business,Cold,3,Female,Shopping,Flight,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,6,Female,Sightseeing,Flight,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,11,Other,Shopping,Car,Hostel,"Clothes, Gadgets"
Vacation,Rainy,15,Male,Swimming,Bus,Hostel,"Toiletries, Clothes, Gadgets"
Adventure,Hot,15,Female,Skiing,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,17,Other,Shopping,Train,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,1,Female,Sightseeing,Train,Airbnb,"Outdoor Gear, Clothes"
Adventure,Hot,4,Other,Meetings,Car,Hotel,"Documents, Clothes, Toiletries"
Business,Hot,18,Other,Hiking,Bus,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,3,Other,Hiking,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,20,Male,Skiing,Car,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,20,Female,Sightseeing,Train,Airbnb,"Clothes, Toiletries"
Vacation,Hot,3,Other,Shopping,Bus,Hostel,"Clothes, Toiletries"
Vacation,Cold,4,Other,Skiing,Car,Tent,"Outdoor Gear, Clothes"
Vacation,Cold,6,Male,Meetings,Flight,Hostel,"Documents, Outdoor Gear, Clothes"
Adventure,Rainy,15,Other,Meetings,Bus,Airbnb,"Documents, Clothes, Gadgets"
Vacation,Hot,14,Male,Shopping,Car,Hostel,"Clothes, Toiletries"
Vacation,Rainy,18,Female,Swimming,Flight,Hotel,"Toiletries, Clothes, Gadgets"
Adventure,Cold,4,Female,Sightseeing,Car,Hostel,"Outdoor Gear, Clothes"
Vacation,Rainy,10,Female,Swimming,Train,Airbnb,"Toiletries, Clothes, Gadgets"
Adventure,Cold,14,Female,Meetings,Car,Tent,"Documents, Outdoor Gear, Clothes"
Adventure,Hot,17,Other,Meetings,Train,Airbnb,"Documents, Clothes, Toiletries"
Adventure,Rainy,8,Other,Swimming,Bus,Tent,"Toiletries, Clothes, Gadgets"
Vacation,Cold,5,Male,Meetings,Train,Airbnb,"Documents, Outdoor Gear, Clothes"
Adventure,Hot,12,Other,Hiking,Bus,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,10,Male,Skiing,Car,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,20,Male,Meetings,Train,Tent,"Documents, Clothes, Toiletries"
Vacation,Rainy,16,Male,Sightseeing,Flight,Airbnb,"Clothes, Gadgets"
Vacation,Hot,12,Other,Swimming,Bus,Airbnb,"Clothes, Toiletries"
Business,Hot,4,Other,Shopping,Train,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Cold,21,Female,Swimming,Flight,Tent,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,8,Female,Meetings,Car,Hotel,"Documents, Outdoor Gear, Clothes"
Vacation,Cold,3,Other,Shopping,Car,Tent,"Outdoor Gear, Clothes"
Business,Rainy,17,Other,Skiing,Flight,Hostel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Hot,11,Other,Skiing,Train,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,19,Female,Skiing,Bus,Hotel,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,1,Female,Hiking,Flight,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Cold,9,Other,Meetings,Bus,Hostel,"Documents, Outdoor Gear, Clothes"
Vacation,Cold,20,Male,Shopping,Train,Airbnb,"Outdoor Gear, Clothes"
Vacation,Rainy,11,Female,Skiing,Car,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,1,Other,Hiking,Train,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Hot,17,Other,Skiing,Train,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Rainy,8,Male,Sightseeing,Flight,Airbnb,"Clothes, Gadgets"
Business,Cold,20,Female,Sightseeing,Bus,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,14,Male,Swimming,Bus,Hotel,"Clothes, Toiletries"
Business,Hot,6,Other,Swimming,Bus,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Business,Rainy,6,Female,Hiking,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Rainy,8,Other,Hiking,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Cold,11,Female,Skiing,Car,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Rainy,9,Male,Meetings,Flight,Hostel,"Documents, Clothes, Gadgets"
Vacation,Rainy,11,Other,Skiing,Car,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,4,Other,Meetings,Flight,Hostel,"Documents, Clothes, Toiletries"
Vacation,Cold,21,Male,Hiking,Train,Tent,"Outdoor Gear, Clothes"
Adventure,Rainy,17,Male,Skiing,Train,Hotel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Rainy,18,Male,Shopping,Bus,Hostel,"Clothes, Gadgets"
Vacation,Rainy,12,Female,Swimming,Car,Hostel,"Toiletries, Clothes, Gadgets"
Vacation,Cold,13,Male,Skiing,Train,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,18,Male,Shopping,Car,Tent,"Clothes, Toiletries"
Vacation,Cold,19,Male,Skiing,Bus,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,4,Female,Swimming,Flight,Hostel,"Clothes, Toiletries"
Vacation,Cold,13,Male,Sightseeing,Train,Airbnb,"Outdoor Gear, Clothes"
Vacation,Cold,14,Male,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes"
Adventure,Rainy,7,Female,Meetings,Bus,Hostel,"Documents, Clothes, Gadgets"
Adventure,Hot,14,Other,Shopping,Flight,Hostel,"Clothes, Toiletries"
Vacation,Rainy,16,Female,Hiking,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,8,Other,Meetings,Flight,Hostel,"Documents, Clothes, Toiletries"
Business,Rainy,12,Male,Shopping,Bus,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Hot,1,Female,Hiking,Flight,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,4,Male,Shopping,Car,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Business,Rainy,10,Other,Swimming,Train,Tent,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,15,Male,Sightseeing,Bus,Airbnb,"Clothes, Gadgets"
Vacation,Cold,17,Other,Skiing,Flight,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,9,Other,Swimming,Train,Hostel,"Clothes, Toiletries"
Vacation,Rainy,17,Other,Skiing,Bus,Hotel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Rainy,20,Other,Skiing,Bus,Tent,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,21,Other,Shopping,Bus,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,7,Other,Hiking,Train,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Rainy,7,Female,Sightseeing,Car,Airbnb,"Clothes, Gadgets"
Business,Cold,3,Male,Sightseeing,Car,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,20,Other,Swimming,Car,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,5,Male,Hiking,Flight,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Cold,13,Female,Swimming,Train,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,3,Female,Meetings,Train,Tent,"Documents, Clothes, Toiletries"
Business,Cold,6,Male,Shopping,Flight,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,17,Female,Meetings,Flight,Hostel,"Documents, Clothes, Toiletries"
Vacation,Cold,5,Female,Sightseeing,Car,Tent,"Outdoor Gear, Clothes"
Adventure,Cold,13,Other,Swimming,Car,Hostel,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,7,Male,Sightseeing,Car,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Cold,6,Female,Shopping,Flight,Hotel,"Outdoor Gear, Clothes"
Adventure,Cold,20,Other,Hiking,Train,Airbnb,"Outdoor Gear, Clothes"
Adventure,Cold,1,Male,Skiing,Car,Airbnb,"Outdoor Gear, Clothes"
Vacation,Hot,2,Female,Hiking,Train,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,10,Male,Swimming,Flight,Hostel,"Toiletries, Clothes, Gadgets"
Business,Hot,6,Female,Swimming,Bus,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Business,Rainy,10,Other,Shopping,Flight,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Cold,1,Female,Hiking,Bus,Hostel,"Outdoor Gear, Clothes"
Vacation,Rainy,9,Female,Shopping,Bus,Hotel,"Clothes, Gadgets"
Vacation,Cold,8,Female,Sightseeing,Car,Hostel,"Outdoor Gear, Clothes"
Business,Rainy,8,Female,Meetings,Bus,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Cold,13,Male,Swimming,Train,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,11,Male,Sightseeing,Flight,Hostel,"Clothes, Toiletries"
Vacation,Hot,6,Female,Shopping,Bus,Tent,"Clothes, Toiletries"
Adventure,Hot,15,Other,Skiing,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,3,Other,Sightseeing,Car,Airbnb,"Clothes, Toiletries"
Vacation,Rainy,9,Female,Hiking,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,5,Male,Swimming,Car,Tent,"Clothes, Toiletries"
Business,Cold,1,Other,Skiing,Bus,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,21,Female,Swimming,Flight,Hotel,"Toiletries, Clothes, Gadgets"
Vacation,Cold,1,Female,Sightseeing,Flight,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,2,Male,Swimming,Car,Tent,"Clothes, Toiletries"
Adventure,Rainy,4,Other,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,16,Female,Skiing,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Hot,15,Other,Sightseeing,Bus,Tent,"Clothes, Toiletries"
Adventure,Rainy,9,Male,Meetings,Bus,Tent,"Documents, Clothes, Gadgets"
Vacation,Cold,16,Female,Meetings,Flight,Tent,"Documents, Outdoor Gear, Clothes"
Vacation,Rainy,18,Male,Hiking,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Rainy,6,Other,Meetings,Car,Tent,"Documents, Clothes, Gadgets"
Vacation,Cold,13,Male,Hiking,Car,Airbnb,"Outdoor Gear, Clothes"
Business,Hot,10,Female,Sightseeing,Flight,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Cold,19,Male,Sightseeing,Bus,Hotel,"Outdoor Gear, Clothes"
Business,Hot,8,Male,Shopping,Car,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,14,Female,Sightseeing,Bus,Hotel,"Clothes, Gadgets"
Adventure,Cold,21,Other,Hiking,Flight,Airbnb,"Outdoor Gear, Clothes"
Adventure,Cold,3,Male,Shopping,Car,Hotel,"Outdoor Gear, Clothes"
Vacation,Rainy,13,Male,Sightseeing,Train,Hostel,"Clothes, Gadgets"
Vacation,Rainy,14,Male,Sightseeing,Flight,Tent,"Clothes, Gadgets"
Vacation,Cold,19,Other,Shopping,Flight,Hotel,"Outdoor Gear, Clothes"
Business,Hot,9,Other,Swimming,Flight,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,7,Female,Hiking,Flight,Hotel,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,18,Other,Swimming,Bus,Tent,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,12,Female,Swimming,Flight,Tent,"Clothes, Toiletries"
Business,Cold,20,Male,Skiing,Car,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,11,Female,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Cold,20,Male,Meetings,Train,Hostel,"Documents, Outdoor Gear, Clothes"
Business,Hot,1,Female,Hiking,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,12,Female,Hiking,Car,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,3,Female,Sightseeing,Train,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Hot,8,Female,Sightseeing,Flight,Hostel,"Clothes, Toiletries"
Vacation,Rainy,18,Female,Shopping,Train,Hotel,"Clothes, Gadgets"
Business,Rainy,19,Male,Skiing,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Hot,16,Female,Shopping,Bus,Tent,"Clothes, Toiletries"
Business,Hot,18,Other,Shopping,Flight,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Cold,11,Female,Sightseeing,Car,Tent,"Outdoor Gear, Clothes"
Business,Hot,21,Other,Hiking,Car,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Cold,2,Female,Skiing,Flight,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,17,Other,Skiing,Train,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Rainy,16,Other,Sightseeing,Train,Hostel,"Clothes, Gadgets"
Adventure,Cold,17,Female,Meetings,Bus,Hotel,"Documents, Outdoor Gear, Clothes"
Adventure,Hot,3,Male,Swimming,Flight,Hotel,"Clothes, Toiletries"
Vacation,Hot,16,Female,Meetings,Bus,Hostel,"Documents, Clothes, Toiletries"
Business,Cold,5,Male,Swimming,Bus,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Hot,4,Female,Hiking,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,3,Male,Shopping,Bus,Hotel,"Clothes, Toiletries"
Adventure,Rainy,4,Female,Skiing,Train,Hotel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Cold,13,Male,Hiking,Flight,Hotel,"Outdoor Gear, Clothes"
Business,Hot,20,Female,Sightseeing,Bus,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,7,Male,Swimming,Bus,Airbnb,"Toiletries, Clothes, Gadgets"
Business,Hot,16,Other,Hiking,Car,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,5,Female,Swimming,Car,Hotel,"Toiletries, Clothes, Gadgets"
Adventure,Cold,21,Male,Swimming,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,19,Other,Meetings,Train,Airbnb,"Documents, Clothes, Toiletries"
Business,Hot,9,Male,Shopping,Car,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,3,Female,Meetings,Bus,Tent,"Documents, Clothes, Gadgets"
Adventure,Rainy,15,Other,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,8,Female,Meetings,Car,Hostel,"Documents, Clothes, Toiletries"
Adventure,Rainy,17,Male,Swimming,Car,Airbnb,"Toiletries, Clothes, Gadgets"
Adventure,Hot,19,Male,Sightseeing,Flight,Hotel,"Clothes, Toiletries"
Vacation,Rainy,21,Male,Swimming,Car,Airbnb,"Toiletries, Clothes, Gadgets"
Business,Cold,6,Male,Hiking,Train,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Hot,19,Male,Meetings,Car,Hotel,"Documents, Clothes, Toiletries"
Business,Hot,19,Male,Swimming,Flight,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,13,Other,Sightseeing,Train,Hostel,"Clothes, Gadgets"
